,CASE_NUMBER,HREF,YEAR,DATE,TIME,COUNTRY,AREA,LOCATION,SPECIES,PROVOCATION,ACTIVITY,SEX,AGE,FATAL_YN,BODY_AREA_ATTACKED,TYPE_OF_INJURY
413,2013.08.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.25-Breihan.pdf,2013,25-Aug-2013,afternoon,AUSTRALIA,New South Wales,Smiths,NOT AVAILABLE,Unprovoked,wrangling a shark,M,NOT AVAILABLE,N,upper limbs,lacerations
414,2013.08.18,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.18-Napeahi.pdf,2013,18-Aug-2013,afternoon,USA,Hawaii,Pohoiki,NOT AVAILABLE,Unprovoked,surfing,M,12-17,N,lower limbs,lacerations
415,2013.08.17,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.17-Zaccaro.pdf,2013,17-Aug-13,late morning,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",White shark,Unprovoked,surfing,F,NOT AVAILABLE,N,no injury,no injury
416,2013.08.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.14-Lutteropp.pdf,2013,14-Aug-2013,afternoon,USA,Hawaii,"Makenat, Maui",Tiger shark?,Unprovoked,snorkelling,F,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
417,2013.08.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.13-Flannery.pdf,2013,13-Aug-2013,afternoon,USA,Hawaii,"Ka'a Point, Maui",NOT AVAILABLE,Unprovoked,kiteboarding,F,18-24,N,no injury,bite
418,2013.08.11,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.11-Royston.pdf,2013,11-Aug-13,afternoon,USA,South Carolina,Folly Beach,"Bull shark, 8'",Unprovoked,surfing,M,under 12,N,no injury,no injury
419,2013.08.08.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.08-Tyler.pdf,2013,Reported 08-Aug-2013,NOT AVAILABLE,SOUTH AFRICA,NOT AVAILABLE,NOT AVAILABLE,Blacktip shark,Unprovoked,attempting to free the shark,M,NOT AVAILABLE,N,NOT AVAILABLE,NOT AVAILABLE
420,2013.08.05,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.05-Mercurio.pdf,2013,05-Aug-2013,afternoon,USA,Florida,"Sanibel Island, Lee County","Bull shark, 6' to 8'",Unprovoked,fishing,M,12-17,N,lower limbs,NOT AVAILABLE
421,2013.07.31,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.31-Cashmani.pdf,2013,31-Jul-2013,morning,USA,Hawaii,"Ulua Beach, Maui",NOT AVAILABLE,Unprovoked,snorkelling,F,55-64,N,upper limbs,lacerations
422,2013.07.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.30-Bretz.pdf,2013,30-Jul-2013,NOT AVAILABLE,USA,South Carolina,"Isle of Palms, Charleston County",NOT AVAILABLE,Unprovoked,swimming,M,25-34,N,lower limbs,bite
423,2013.07.29.c,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.c-Norrie.pdf,2013,28-Jul-13,afternoon,BAHAMAS,Abaco Islands,Scotland Cay,6' shark,Unprovoked,spearfishing,M,35-44,N,lower limbs,bite
424,2013.07.29.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.b-Davis.pdf,2013,29-Jul-2013,late morning,MEXICO,Quintana Roo,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,wading,F,NOT AVAILABLE,N,abdomen,bite
425,2013.07.29.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.a-Gatewood,2013,29-Jul-2013,afternoon,USA,Hawaii,"White Plains Beach, Oahu","Tiger shark, 8' to 10'",Unprovoked,surfing,M,18-24,N,lower limbs,bite
426,2013.07.28.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.28.b-Bahamas.pdf,2013,28-Jul-13,afternoon,BAHAMAS,Exuma Islands,Compass Cay,Nurse shark,Unprovoked,cleaning fish,M,55-64,N,upper limbs,bite
427,2013.07.28.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.28.a-Bahamas.pdf,2013,28-Jul-13,late morning,BAHAMAS,Abaco Islands,Grand Cay,NOT AVAILABLE,Unprovoked,diving,M,45-54,N,NOT AVAILABLE,bite
428,2013.07.22,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.22-Gobbi.pdf,2013,22-Jul-2013,afternoon,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",NOT AVAILABLE,Unprovoked,swimming,F,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
429,2013.07.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.19-Havrylkoff.pdf,2013,19-Jul-13,afternoon,USA,Alabama,"Gulf Shores, Baldwin County",NOT AVAILABLE,Unprovoked,surfing,F,45-54,N,lower limbs,lacerations
430,2013.07.17.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.17-StAugustine.pdf,2013,Reported 17-Jul-2013,NOT AVAILABLE,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",NOT AVAILABLE,Unprovoked,swimming,M,12-17,N,lower limbs,NOT AVAILABLE
431,2013.07.15,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.15-Reunion.pdf,2013,15-Jul-13,afternoon,REUNION,Saint-Paul,Le cimetière marin,NOT AVAILABLE,Unprovoked,snorkelling,F,12-17,Y,NOT AVAILABLE,NOT AVAILABLE
432,2013.07.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.14-Licay.pdf,2013,14-Jul-13,NOT AVAILABLE,DIEGO GARCIA,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,swimming,M,25-34,Y,NOT AVAILABLE,NOT AVAILABLE
433,2013.07.11,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.11-Corey.pdf,2013,11-Jul-13,afternoon,USA,North Carolina,Holden Beach. Brunswick County,NOT AVAILABLE,Unprovoked,wading,F,55-64,N,lower limbs,bite
434,2013.07.09,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.09-Frennet.pdf,2013,07-Jul-13,NOT AVAILABLE,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",Shark involvement not confirmed,Invalid,swimming,M,45-54,N,upper limbs,NOT AVAILABLE
435,2013.07.02,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.02-McDonald-Jones.pdf,2013,02-Jul-13,NOT AVAILABLE,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",NOT AVAILABLE,Unprovoked,body surfing,M,25-34,N,no injury,no injury
436,2013.06.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.30-TaiwaneseFisherman.pdf,2013,30-Jun-13,NOT AVAILABLE,TAIWAN,Taitung,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,fishing,M,NOT AVAILABLE,N,lower limbs,bite
437,2013.06.27,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.27-Kevin-Jamaica.pdf,2013,27-Jun-13,NOT AVAILABLE,JAMAICA,Kingston Parish,Port Royal,NOT AVAILABLE,Invalid,not available,M,18-24,Y,NOT AVAILABLE,bite
438,2013.06.25.c,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.c-Flanaberg.pdf,2013,25-Jun-13,afternoon,USA,California,"Pacific State , San Mateo County",White shark,Unprovoked,in row boat,M,NOT AVAILABLE,N,no injury,no injury
439,2013.06.25.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.b-Malone.pdf,2013,25-Jun-13,NOT AVAILABLE,USA,Florida,"Jacksonville, Duval County","Possibly a Bull shark, 3'",Unprovoked,swimming,M,NOT AVAILABLE,N,lower limbs,lacerations
440,2013.06.25.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.a-Watson.pdf,2013,25-Jun-13,late morning,USA,South Carolina,"Kiawah Island, Charleston County",4' to 5' shark,Unprovoked,swimming,M,12-17,N,lower limbs,bite
441,2013.06.18,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.18-Kerrigan.pdf,2013,18-Jun-13,late morning,USA,Hawaii,Kona Coast State Park,"Tiger shark, 14'",Unprovoked,swimming,M,25-34,N,lower limbs,bite
442,2013.06.17,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.17-Sebesta.pdf,2013,17-Jun-13,afternoon,USA,Texas,"Surfside Beach, Brazoria County",NOT AVAILABLE,Unprovoked,swimming,M,12-17,N,lower limbs,bite
443,2013.06.16,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.16-Bracey.pdf,2013,16-Jun-13,morning,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,NOT AVAILABLE,Unprovoked,surfing,M,NOT AVAILABLE,N,lower limbs,lacerations
444,2013.06.15,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.15-LaFlam.pdf,2013,15-Jun-13,NOT AVAILABLE,USA,Florida,"Atlantic Beach, Duval County",NOT AVAILABLE,Unprovoked,surfing,F,NOT AVAILABLE,N,lower limbs,lacerations
445,2013.06.14.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.14.R-Foreman.pdf,2013,Reported 14-Jun-2013,afternoon,USA,South Carolina,"Myrtle Beach, Horry County",4' to 5' shark,Unprovoked,body surfing,F,under 12,N,upper limbs,NOT AVAILABLE
446,2013.06.06.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.b-Kefauver.pdf,2013,06-Jun-13,NOT AVAILABLE,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County","Lemon shark, 4'",Provoked,fishing,M,55-64,N,upper limbs,bite
447,2013.06.06.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.a-Adamson.pdf,2013,06-Jun-13,afternoon,AUSTRALIA,New South Wales,Target Beach,6' shark,Unprovoked,surfing,M,NOT AVAILABLE,N,no injury,no injury
448,2013.05.27.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.27.b-Ena.pdf,2013,27-May-13,NOT AVAILABLE,USA,Hawaii,"Halewia, Oahu",Galapagos shark,Unprovoked,diving,M,25-34,N,upper limbs,lacerations
449,2013.05.27.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.27-Kirkpatrick.pdf,2013,27-May-13,afternoon,USA,Florida,"Ormond Beach, Volusia County",NOT AVAILABLE,Unprovoked,swimming,M,under 12,N,lower limbs,bite
450,2013.05.23.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.25.b-daSilva.pdf,2013,23-May-13,NOT AVAILABLE,BRAZIL,Pernambuco,Coral Cove Beach,NOT AVAILABLE,Unprovoked,not available,M,35-44,Y,NOT AVAILABLE,NOT AVAILABLE
452,2013.05.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.14-Diego.pdf,2013,14-May-14,late morning,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Galapagos shark,Unprovoked,surfing,M,25-34,N,lower limbs,NOT AVAILABLE
453,2013.05.08.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.08.b-Beaver.pdf,2013,08-May-13,NOT AVAILABLE,USA,California,"Tourmaline Surf Park, San Diego County",NOT AVAILABLE,Invalid,surfing,M,35-44,Y,NOT AVAILABLE,bite
454,2013.05.08.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.08.a-Berhamel.pdf,2013,08-May-13,morning,REUNION,Saint-Gilles,Brisant Beach,Bull shark,Unprovoked,body boarding,M,35-44,Y,NOT AVAILABLE,NOT AVAILABLE
455,2013.05.04.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.04-Adler.pdf,2013,04-May-13,late morning,USA,Florida,"Melbourne Beach, Brevard County",a small shark,Unprovoked,surfing,M,12-17,N,lower limbs,lacerations
456,2013.04.28,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.28-Collins.pdf,2013,28-Apr-13,NOT AVAILABLE,AUSTRALIA,New South Wales,Emerald Beach,"Wobbegong, 2m",Provoked,fishing,M,NOT AVAILABLE,N,lower limbs,bite
457,2013.04.24,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.24-Carchia.pdf,2013,24-Apr-13,afternoon,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Tiger shark,Unprovoked,swimming,F,25-34,N,lower limbs,NOT AVAILABLE
458,2013.04.21,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.21-Saunders.pdf,2013,21-Apr-13,afternoon,AUSTRALIA,New South Wales,Crowdy Head,"Grey nurse shark, 3m",Unprovoked,fishing,M,45-54,N,lower limbs,lacerations
459,2013.04.17,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.17-Cicarelli.pdf,2013,17-Apr-13,morning,USA,Florida,"Near Boynton Beach, Palm Beach County",3' shark,Unprovoked,surfing,M,under 12,N,lower limbs,lacerations
460,2013.04.14,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.14-FalseBay.pdf,2013,14-Apr-13,NOT AVAILABLE,SOUTH AFRICA,Western Cape Province,False Bay,Blue shark,Unprovoked,free diving,M,NOT AVAILABLE,N,upper limbs,NOT AVAILABLE
461,2013.04.13.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.13.b-JoshuaWhite.pdf,2013,13-Apr-13,afternoon,USA,Florida,"New Smyrna Beach, Volusia County",Bull shark,Unprovoked,surfing,M,18-24,N,upper limbs,lacerations
462,2013.04.13.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.13.a-NaeDeokKim.pdf,2013,13-Apr-13,NOT AVAILABLE,GUAM,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,Unprovoked,not available,M,35-44,Y,NOT AVAILABLE,NOT AVAILABLE
463,2013.04.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.10-Eitel.pdf,2013,10-Apr-13,late morning,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Possibly a blacktip reef shark,Unprovoked,kite boarding,M,45-54,N,lower limbs,NOT AVAILABLE
464,2013.04.04,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.04-JensenBeach.pdf,2013,04-Apr-13,NOT AVAILABLE,USA,Florida,"Jensen Beach, Martin County",NOT AVAILABLE,Unprovoked,swimming,M,45-54,N,upper limbs,lacerations
465,2013.04.02.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.02.R-Tann.pdf,2013,Reported 02-Apr-2013,NOT AVAILABLE,AUSTRALIA,Western Australia,Perth,shark involvement not confirmed,Invalid,not available,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
466,2013.04.02.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.02.a-Hawaii.pdf,2013,02-Apr-13,morning,USA,Hawaii,Ka’anapali Shores,4' shark,Unprovoked,surfing,M,55-64,N,lower limbs,bite
467,2013.03.31,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.31-Tognetti.pdf,2013,31-Mar-13,NOT AVAILABLE,AUSTRALIA,New South Wales,Terrigal Beach,No shark involvement,Invalid,surfing,M,45-54,N,NOT AVAILABLE,NOT AVAILABLE
468,2013.03.29,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.29-Parkinson.pdf,2013,29-Mar-13,NOT AVAILABLE,SEYCHELLES,NOT AVAILABLE,Ile Platte,NOT AVAILABLE,Unprovoked,free diving,M,25-34,N,lower limbs,lacerations
469,2013.03.21.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.21.R-Wanis.pdf,2013,Reported 21-Mar-2013,NOT AVAILABLE,BELIZE,NOT AVAILABLE,NOT AVAILABLE,Nurse shark,Unprovoked,snorkelling,F,NOT AVAILABLE,N,lower limbs,NOT AVAILABLE
470,2013.03.21,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.21.a-Bahamas.pdf,2013,21-Mar-13,NOT AVAILABLE,BAHAMAS,Eleuthera,Savannah Sound,NOT AVAILABLE,Unprovoked,fly fishing,M,45-54,N,lower limbs,bite
471,2013.03.16.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.16.b-Koeberg.pdf,2013,16-Mar-13,morning,SOUTH AFRICA,Western Cape Province,De Mond,"Raggedtooth shark, 1.5 m",Provoked,fishing   'tag & release',M,25-34,N,lower limbs,lacerations
472,2013.03.16.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.16.a-Henri.pdf,2013,16-Mar-13,NOT AVAILABLE,SOUTH AFRICA,Western Cape Province,Hawston Beach,NOT AVAILABLE,Unprovoked,surfing,M,NOT AVAILABLE,N,no injury,bite
473,2013.03.12,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.12-Facey.pdf,2013,12-Mar-13,morning,JAMAICA,St. Catherine,Pillikin Red Light area,"Tiger shark, 4.8 m",Unprovoked,spearfishing,M,65-74,Y,NOT AVAILABLE,NOT AVAILABLE
474,2013.03.10.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.b-Thomason.pdf,2013,10-Mar-13,morning,AUSTRALIA,Western Australia,African Reef off Geraldton,"Bronze whaler shark, 2.5m",Unprovoked,spearfishing,M,25-34,N,upper limbs,lacerations
475,2013.03.10.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.a-PhilippineMarines.pdf,2013,10-Mar-13,NOT AVAILABLE,PHILIPPINES,Palawan,Off Likas Island,"""small sharks""",Unprovoked,swimming to shore with floatioon devices after boat engine conked out,M,25-34,N,lower limbs,NOT AVAILABLE
476,2013.03.03,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.03-Nogumla.pdf,2013,03-Mar-13,NOT AVAILABLE,SOUTH AFRICA,Eastern Cape Province,Port St. John's,NOT AVAILABLE,Unprovoked,swimming,M,35-44,N,upper limbs,NOT AVAILABLE
477,2013.02.27,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.27-Strange.pdf,2013,27-Feb-13,afternoon,NEW ZEALAND,North Island,Muriwai,"White shark, 4m",Unprovoked,swimming,M,45-54,Y,NOT AVAILABLE,NOT AVAILABLE
478,2013.02.21.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.21.b-Hawaii.pdf,2013,21-Feb-13,evening,USA,Hawaii,"Ka'anapali, Honokowai, Maui",reef shark?,Unprovoked,surfing,NOT AVAILABLE,NOT AVAILABLE,N,lower limbs,lacerations
479,2013.02.21.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.21.a-Lansky.pdf,2013,21-Feb-13,evening,USA,Hawaii,"Paia Bay, Maui",reef shark?,Unprovoked,surfing,M,NOT AVAILABLE,N,no injury,bite
480,2013.02.10,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.10-Taschman.pdf,2013,10-Feb-13,afternoon,USA,Florida,"""Stuart Rocks"", Martin County","Blacktip shark, 4' to 5'",Unprovoked,surfing,M,12-17,N,upper limbs,lacerations
481,2013.02.09,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.09-Kritzer.pdf,2013,09-Feb-13,morning,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Lemon shark,Unprovoked,scuba diving,M,45-54,N,lower limbs,lacerations
482,2013.02.01,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.01-Jamaica.pdf,2013,01-Feb-13,NOT AVAILABLE,JAMAICA,Kingston Parish,Pedro Cays,NOT AVAILABLE,Unprovoked,not available,M,18-24,N,lower limbs,bite
483,2013.01.26,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.26-boat.pdf,2013,26-Jan-13,NOT AVAILABLE,AUSTRALIA,Victoria,Cape Nelson,"White shark, 5m",Boat,fishing,M,NOT AVAILABLE,N,no injury,bite
484,2013.01.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.25-Cassaigne.pdf,2013,25-Jan-13,NOT AVAILABLE,AUSTRALIA,Queensland,Noosa,NOT AVAILABLE,Unprovoked,surfing,M,NOT AVAILABLE,N,head or neck,lacerations
485,2013.01.21.R,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.21.R-Marshallsea.pdf,2013,Reported 21-Jan-2013,NOT AVAILABLE,AUSTRALIA,Queensland,Bullcock Beach,NOT AVAILABLE,Invalid,dragging stranded shark into deeper water,M,55-64,N,no injury,no injury
486,2013.01.16,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.16-Santos.pdf,2013,16-Jan-13,afternoon,USA,Hawaii,Kiholo Bay,"Tiger shark, 15'",Unprovoked,surfing,M,35-44,N,upper limbs,bite
487,2013.01.13,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.13-Bade.pdf,2013,13-Jan-13,NOT AVAILABLE,NEW ZEALAND,Mercury Islands,Great Mercury Island,"Bronze whaler shark, 3m",Unprovoked,spearfishing,M,NOT AVAILABLE,N,upper limbs,NOT AVAILABLE
488,2013.01.05,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.05-Swaffer.pdf,2013,05-Jan-13,morning,AUSTRALIA,Western Australia,Near Legendre Island,NOT AVAILABLE,Unprovoked,spearfishing,M,25-34,N,lower limbs,bite
489,2012.12.31,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.31-JensenBeach.pdf,2012,31-Dec-12,afternoon,USA,Florida,"Jensen Beach, Martin County",NOT AVAILABLE,Unprovoked,swimming,M,NOT AVAILABLE,N,lower limbs,bite
490,2012.12.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.30-Sheather.pdf,2012,30-Dec-12,late morning,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,2.5 m shark,Unprovoked,surfing,M,18-24,N,no injury,no injury
491,2012.12.28,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.28-Luke-Allan.pdf,2012,28-Dec-12,morning,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head","Bull shark, 2m",Unprovoked,paddle boarding,M,25-34,N,lower limbs,lacerations
492,2012.12.25,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.25-Sibili.pdf,2012,25-Dec-12,NOT AVAILABLE,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Tiger shark,Unprovoked,swimming,M,18-24,Y,NOT AVAILABLE,NOT AVAILABLE
494,2012.12.05,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.05-Kauai.pdf,2012,05-Dec-12,afternoon,USA,Hawaii,Kauai,10' shark,Unprovoked,surfing,M,55-64,N,lower limbs,lacerations
495,2012.12.02,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.02-Green-Island.pdf,2012,02-Dec-12,afternoon,AUSTRALIA,New South Wales,Green Island,Sandtiger shark,Unprovoked,spearfishing,M,25-34,N,lower limbs,NOT AVAILABLE
496,2012.12.00,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.00-Oliver.pdf,2012,Dec-12,NOT AVAILABLE,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Seven-gill shark,Unprovoked,scuba diving,F,25-34,N,no injury,no injury
497,2012.11.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.30-Kennedy.pdf,2012,30-Nov-12,morning,USA,Hawaii,"Kihei, Maui","Tiger shark, 10'",Unprovoked,snorkelling,M,55-64,N,lower limbs,lacerations
498,2012.11.27,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.27-stingray_accident.pdf,2012,27-Nov-12,afternoon,AUSTRALIA,Queensland,Mooloolaba,No shark involvement,Invalid,not available,M,18-24,N,lower limbs,NOT AVAILABLE
499,2012.11.22,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.22-Garcia.pdf,2012,22-Nov-12,late morning,MEXICO,Sinaloa,Nuevo Altata,2.5 m shark,Unprovoked,swimming,M,25-34,Y,NOT AVAILABLE,NOT AVAILABLE
500,2012.11.19,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.19-Rittgers.pdf,2012,19-Nov-12,afternoon,USA,Florida,"Melbourne Beach, Brevard County",2' to 3' shark,Unprovoked,surfing,M,12-17,N,lower limbs,lacerations
501,2012.11.04.b,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.04.b-Riglos.pdf,2012,04-Nov-12,morning,USA,Hawaii,"Makena Landing, Maui","Tiger shark, 15'",Unprovoked,diving,M,25-34,N,lower limbs,bite
502,2012.11.04.a,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.04.a-Kekaha.pdf,2012,04-Nov-12,morning,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i","Tiger shark, 8'",Unprovoked,surfing,M,35-44,N,no injury,bite
503,2012.10.30,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.30-Stephens.pdf,2012,30-Oct-12,late morning,USA,California,"Humboldt Bay, Eureka, Humboldt County",White shark,Unprovoked,surfing,M,25-34,N,abdomen,lacerations
504,2012.10.27,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.27-Haugen.pdf,2012,27-Oct-12,afternoon,USA,Hawaii,"Makena Landing, Maui","Tiger shark, 10' to 12'",Unprovoked,swimming,F,45-54,N,lower limbs,NOT AVAILABLE
